Chromosome	Start	End	Gene	Strand	Gene.id	Gene.Type	Gene.Status	entrez_id
ENSG00000156219.12	4	76932337	77033955	ART3	+	ENSG00000156219.12	protein_coding	KNOWN	419
ENSG00000169245.4	4	76942273	76944650	CXCL10	-	ENSG00000169245.4	protein_coding	KNOWN	3627
ENSG00000169248.8	4	76954835	76962568	CXCL11	-	ENSG00000169248.8	protein_coding	KNOWN	6373
ENSG00000138750.10	4	77035812	77069668	NUP54	-	ENSG00000138750.10	protein_coding	KNOWN	53371
ENSG00000138760.4	4	77079890	77135046	SCARB2	-	ENSG00000138760.4	protein_coding	KNOWN	950
ENSG00000189157.9	4	77135193	77204933	FAM47E	+	ENSG00000189157.9	protein_coding	KNOWN	100129583
ENSG00000118804.7	4	77227179	77232752	FAM47E-STBD1	+	ENSG00000118804.7	protein_coding	KNOWN	8987
ENSG00000163749.13	4	77234155	77343021	CCDC158	-	ENSG00000163749.13	protein_coding	KNOWN	339965
ENSG00000138771.10	4	77356253	77704406	SHROOM3	+	ENSG00000138771.10	protein_coding	KNOWN	57619
ENSG00000186212.2	4	77816082	77819002	SOWAHB	-	ENSG00000186212.2	protein_coding	KNOWN	345079
ENSG00000138758.7	4	77870856	77961537	SEPT11	+	ENSG00000138758.7	protein_coding	KNOWN	55752
ENSG00000118816.5	4	77968311	77997158	CCNI	-	ENSG00000118816.5	protein_coding	KNOWN	10983
ENSG00000138764.9	4	78078304	78354542	CCNG2	+	ENSG00000138764.9	protein_coding	KNOWN	901
ENSG00000156234.7	4	78432907	78532988	CXCL13	+	ENSG00000156234.7	protein_coding	KNOWN	10563
ENSG00000138767.8	4	78634541	78740769	CNOT6L	-	ENSG00000138767.8	protein_coding	KNOWN	246175
ENSG00000169288.13	4	78783674	78873944	MRPL1	+	ENSG00000169288.13	protein_coding	KNOWN	65008
ENSG00000138759.13	4	78978724	79465423	FRAS1	+	ENSG00000138759.13	protein_coding	KNOWN	80144
ENSG00000138772.8	4	79472673	79531575	ANXA3	+	ENSG00000138772.8	protein_coding	KNOWN	306
ENSG00000138756.13	4	79697496	79831991	BMP2K	+	ENSG00000138756.13	protein_coding	KNOWN	55589
ENSG00000163291.10	4	79808281	79860592	PAQR3	-	ENSG00000163291.10	protein_coding	KNOWN	152559
ENSG00000156269.4	4	80146848	80247204	NAA11	-	ENSG00000156269.4	protein_coding	KNOWN	84779
ENSG00000196475.4	4	80327508	80329372	GK2	-	ENSG00000196475.4	protein_coding	KNOWN	2712
ENSG00000163297.12	4	80822303	81046608	ANTXR2	-	ENSG00000163297.12	protein_coding	KNOWN	118429
ENSG00000152784.11	4	81105033	81125483	PRDM8	+	ENSG00000152784.11	protein_coding	KNOWN	56978
ENSG00000138675.12	4	81187753	81257834	FGF5	+	ENSG00000138675.12	protein_coding	KNOWN	2250
ENSG00000197826.7	4	81256874	81884910	C4orf22	+	ENSG00000197826.7	protein_coding	KNOWN	255119
ENSG00000152785.6	4	81952119	81978685	BMP3	+	ENSG00000152785.6	protein_coding	KNOWN	651
ENSG00000138669.5	4	82009837	82136218	PRKG2	-	ENSG00000138669.5	protein_coding	KNOWN	5593
ENSG00000138670.12	4	82347547	82442699	RASGEF1B	-	ENSG00000138670.12	protein_coding	KNOWN	153020
ENSG00000138668.14	4	83273651	83295453	HNRNPD	-	ENSG00000138668.14	protein_coding	KNOWN	3184
ENSG00000152795.13	4	83343717	83351294	HNRNPDL	-	ENSG00000152795.13	protein_coding	KNOWN	9987
ENSG00000145293.10	4	83351715	83382244	ENOPH1	+	ENSG00000145293.10	protein_coding	KNOWN	58478
ENSG00000249242.3	4	83404323	83483510	TMEM150C	-	ENSG00000249242.3	protein_coding	KNOWN	441027
ENSG00000145284.7	4	83550692	83720010	SCD5	-	ENSG00000145284.7	protein_coding	KNOWN	79966
ENSG00000138674.12	4	83739814	83812419	SEC31A	-	ENSG00000138674.12	protein_coding	KNOWN	22872
ENSG00000168152.8	4	83822229	83841122	THAP9	+	ENSG00000168152.8	protein_coding	KNOWN	79725
ENSG00000189308.6	4	83831126	83934079	LIN54	-	ENSG00000189308.6	protein_coding	KNOWN	132660
ENSG00000138663.4	4	83955600	83996971	COPS4	+	ENSG00000138663.4	protein_coding	KNOWN	51138
ENSG00000145287.6	4	84011201	84058228	PLAC8	-	ENSG00000145287.6	protein_coding	KNOWN	51316
ENSG00000173085.9	4	84182689	84206067	COQ2	-	ENSG00000173085.9	protein_coding	KNOWN	27235
ENSG00000173083.10	4	84213614	84256306	HPSE	-	ENSG00000173083.10	protein_coding	KNOWN	10855
ENSG00000163312.6	4	84328496	84377009	HELQ	-	ENSG00000163312.6	protein_coding	KNOWN	113510
ENSG00000163319.6	4	84377118	84390888	MRPS18C	+	ENSG00000163319.6	protein_coding	KNOWN	51023
ENSG00000163322.9	4	84382092	84444501	FAM175A	-	ENSG00000163322.9	protein_coding	KNOWN	84142
ENSG00000138678.6	4	84457067	84527028	AGPAT9	+	ENSG00000138678.6	protein_coding	KNOWN	84803
ENSG00000163623.5	4	85413140	85419603	NKX6-1	-	ENSG00000163623.5	protein_coding	KNOWN	4825
ENSG00000163624.5	4	85504132	85572491	CDS1	+	ENSG00000163624.5	protein_coding	KNOWN	1040
ENSG00000163625.11	4	85590704	85887537	WDFY3	-	ENSG00000163625.11	protein_coding	KNOWN	23001
ENSG00000138639.13	4	86396267	86923823	ARHGAP24	+	ENSG00000138639.13	protein_coding	KNOWN	83478
ENSG00000109339.14	4	86936276	87515284	MAPK10	-	ENSG00000109339.14	protein_coding	KNOWN	5602
ENSG00000163629.8	4	87515468	87736324	PTPN13	+	ENSG00000163629.8	protein_coding	KNOWN	5783
ENSG00000145283.7	4	87744621	87770416	SLC10A6	-	ENSG00000145283.7	protein_coding	KNOWN	345274
ENSG00000163633.6	4	87797358	87857354	C4orf36	-	ENSG00000163633.6	protein_coding	KNOWN	132989
ENSG00000172493.16	4	87856154	88062206	AFF1	+	ENSG00000172493.16	protein_coding	KNOWN	4299
ENSG00000145332.9	4	88081255	88161466	KLHL8	-	ENSG00000145332.9	protein_coding	KNOWN	57563
ENSG00000170509.7	4	88224941	88244058	HSD17B13	-	ENSG00000170509.7	protein_coding	KNOWN	345275
ENSG00000198189.6	4	88257762	88312538	HSD17B11	-	ENSG00000198189.6	protein_coding	KNOWN	51170
ENSG00000170502.8	4	88343734	88380606	NUDT9	+	ENSG00000170502.8	protein_coding	KNOWN	53343
ENSG00000152583.8	4	88394487	88452213	SPARCL1	-	ENSG00000152583.8	protein_coding	KNOWN	8404
ENSG00000152591.8	4	88529681	88538062	DSPP	+	ENSG00000152591.8	protein_coding	KNOWN	1834
ENSG00000152592.9	4	88571459	88585513	DMP1	+	ENSG00000152592.9	protein_coding	KNOWN	1758
ENSG00000029559.5	4	88720733	88733074	IBSP	+	ENSG00000029559.5	protein_coding	KNOWN	3381
ENSG00000152595.12	4	88742563	88767969	MEPE	+	ENSG00000152595.12	protein_coding	KNOWN	56955
ENSG00000118785.9	4	88896819	88904562	SPP1	+	ENSG00000118785.9	protein_coding	KNOWN	6696
ENSG00000118762.3	4	88928820	88998929	PKD2	+	ENSG00000118762.3	protein_coding	KNOWN	5311
ENSG00000118777.6	4	89011416	89152474	ABCG2	-	ENSG00000118777.6	protein_coding	KNOWN	9429
ENSG00000163644.10	4	89178772	89205921	PPM1K	-	ENSG00000163644.10	protein_coding	KNOWN	152926
ENSG00000138642.10	4	89299891	89364263	HERC6	+	ENSG00000138642.10	protein_coding	KNOWN	55008
ENSG00000138646.4	4	89378268	89427314	HERC5	+	ENSG00000138646.4	protein_coding	KNOWN	51191
ENSG00000145337.4	4	89442136	89444653	PYURF	-	ENSG00000145337.4	protein_coding	KNOWN	100996939
ENSG00000138641.11	4	89443181	89629693	HERC3	+	ENSG00000138641.11	protein_coding	KNOWN	8916
ENSG00000177432.6	4	89617066	89619386	NAP1L5	-	ENSG00000177432.6	protein_coding	KNOWN	266812
ENSG00000138640.10	4	89647106	90032549	FAM13A	-	ENSG00000138640.10	protein_coding	KNOWN	10144
ENSG00000180346.2	4	90033968	90036050	TIGD2	+	ENSG00000180346.2	protein_coding	KNOWN	166815
ENSG00000185477.4	4	90157537	90229161	GPRIN3	-	ENSG00000185477.4	protein_coding	KNOWN	285513
ENSG00000145335.11	4	90645250	90759411	SNCA	-	ENSG00000145335.11	protein_coding	KNOWN	6622
ENSG00000138722.5	4	90800683	90875780	MMRN1	+	ENSG00000138722.5	protein_coding	KNOWN	22915
ENSG00000184305.10	4	91048686	92523064	CCSER1	+	ENSG00000184305.10	protein_coding	KNOWN	401145
ENSG00000249049.1	4	92240185	92246457	RP11-763F8.1	-	ENSG00000249049.1	protein_coding	PUTATIVE	NA
ENSG00000248511.1	4	93218402	93225329	RP11-9B6.1	-	ENSG00000248511.1	protein_coding	PUTATIVE	NA
ENSG00000152208.7	4	93225550	94695707	GRID2	+	ENSG00000152208.7	protein_coding	KNOWN	2895
ENSG00000172238.3	4	94750042	94751221	ATOH1	+	ENSG00000172238.3	protein_coding	KNOWN	474
ENSG00000163104.13	4	95128762	95212443	SMARCAD1	+	ENSG00000163104.13	protein_coding	KNOWN	56916
ENSG00000163106.6	4	95219686	95264027	HPGDS	-	ENSG00000163106.6	protein_coding	KNOWN	27306
ENSG00000163110.10	4	95373037	95589377	PDLIM5	+	ENSG00000163110.10	protein_coding	KNOWN	10611
ENSG00000138696.6	4	95679119	96079599	BMPR1B	+	ENSG00000138696.6	protein_coding	KNOWN	658
ENSG00000182168.10	4	96083655	96470279	UNC5C	-	ENSG00000182168.10	protein_coding	KNOWN	8633
ENSG00000163114.4	4	96761239	96762625	PDHA2	+	ENSG00000163114.4	protein_coding	KNOWN	5161
ENSG00000163116.5	4	98105244	99064391	STPG2	-	ENSG00000163116.5	protein_coding	KNOWN	285555
ENSG00000138698.10	4	99182535	99365012	RAP1GDS1	+	ENSG00000138698.10	protein_coding	KNOWN	5910
ENSG00000168785.3	4	99391518	99579780	TSPAN5	-	ENSG00000168785.3	protein_coding	KNOWN	10098
ENSG00000151247.8	4	99792835	99851788	EIF4E	-	ENSG00000151247.8	protein_coding	KNOWN	1977
ENSG00000164024.7	4	99916771	99983964	METAP1	+	ENSG00000164024.7	protein_coding	KNOWN	23173
ENSG00000197894.6	4	99992132	100009952	ADH5	-	ENSG00000197894.6	protein_coding	KNOWN	128
ENSG00000198099.4	4	100044808	100078949	ADH4	-	ENSG00000198099.4	protein_coding	KNOWN	127
ENSG00000172955.13	4	100123795	100140694	ADH6	-	ENSG00000172955.13	protein_coding	KNOWN	130
ENSG00000187758.3	4	100197524	100212185	ADH1A	-	ENSG00000187758.3	protein_coding	KNOWN	124
ENSG00000196616.8	4	100226121	100242558	ADH1B	-	ENSG00000196616.8	protein_coding	KNOWN	125
ENSG00000196344.7	4	100333418	100356894	ADH7	-	ENSG00000196344.7	protein_coding	KNOWN	131
ENSG00000138813.5	4	100432161	100463460	C4orf17	+	ENSG00000138813.5	protein_coding	KNOWN	84103
ENSG00000145331.9	4	100467866	100485189	TRMT10A	-	ENSG00000145331.9	protein_coding	KNOWN	93587
ENSG00000138823.8	4	100484918	100545156	MTTP	+	ENSG00000138823.8	protein_coding	KNOWN	4547
ENSG00000248713.1	4	100557686	100575805	RP11-766F14.2	-	ENSG00000248713.1	protein_coding	KNOWN	285556
ENSG00000070190.8	4	100737990	100791311	DAPP1	+	ENSG00000070190.8	protein_coding	KNOWN	27071
ENSG00000109270.8	4	100799493	100815647	LAMTOR3	-	ENSG00000109270.8	protein_coding	KNOWN	8649
ENSG00000164031.12	4	100817405	100867883	DNAJB14	-	ENSG00000164031.12	protein_coding	KNOWN	79982
ENSG00000164032.7	4	100869245	100871545	H2AFZ	-	ENSG00000164032.7	protein_coding	KNOWN	3015
ENSG00000145358.2	4	101107027	101111939	DDIT4L	-	ENSG00000145358.2	protein_coding	KNOWN	115265
ENSG00000164035.5	4	101316498	101801283	EMCN	-	ENSG00000164035.5	protein_coding	KNOWN	51705
ENSG00000138814.12	4	101944566	102269435	PPP3CA	-	ENSG00000138814.12	protein_coding	KNOWN	5530
ENSG00000254531.1	4	102268937	102270040	AP001816.1	+	ENSG00000254531.1	protein_coding	KNOWN	90024
ENSG00000153064.7	4	102332443	102995969	BANK1	+	ENSG00000153064.7	protein_coding	KNOWN	55024
ENSG00000138821.8	4	103172198	103306667	SLC39A8	-	ENSG00000138821.8	protein_coding	KNOWN	64116
ENSG00000109320.7	4	103422486	103538459	NFKB1	+	ENSG00000109320.7	protein_coding	KNOWN	4790
ENSG00000109323.4	4	103553050	103682151	MANBA	-	ENSG00000109323.4	protein_coding	KNOWN	4126
ENSG00000109332.15	4	103715540	103790053	UBE2D3	-	ENSG00000109332.15	protein_coding	KNOWN	7323
ENSG00000145354.5	4	103790135	103810399	CISD2	+	ENSG00000145354.5	protein_coding	KNOWN	493856
ENSG00000164037.12	4	103806205	103940896	SLC9B1	-	ENSG00000164037.12	protein_coding	KNOWN	150159
ENSG00000164038.10	4	103941025	104006986	SLC9B2	-	ENSG00000164038.10	protein_coding	KNOWN	133308
ENSG00000164039.10	4	104000592	104021040	BDH2	-	ENSG00000164039.10	protein_coding	KNOWN	56898
ENSG00000138778.7	4	104026963	104119566	CENPE	-	ENSG00000138778.7	protein_coding	KNOWN	1062
ENSG00000169836.4	4	104507188	104640973	TACR3	-	ENSG00000169836.4	protein_coding	KNOWN	6870
ENSG00000168772.9	4	105389469	105416058	CXXC4	-	ENSG00000168772.9	protein_coding	KNOWN	80319
ENSG00000168769.8	4	106067032	106200973	TET2	+	ENSG00000168769.8	protein_coding	KNOWN	54790
ENSG00000138777.15	4	106290234	106395238	PPA2	-	ENSG00000138777.15	protein_coding	KNOWN	27068
ENSG00000236699.4	4	106473777	106629075	ARHGEF38	+	ENSG00000236699.4	protein_coding	KNOWN	54848
ENSG00000138785.10	4	106603784	106817143	INTS12	-	ENSG00000138785.10	protein_coding	KNOWN	57117
ENSG00000138780.10	4	106630266	106768885	GSTCD	+	ENSG00000138780.10	protein_coding	KNOWN	79807
ENSG00000168743.8	4	106815932	106925184	NPNT	+	ENSG00000168743.8	protein_coding	KNOWN	255743
ENSG00000145348.12	4	106962756	107242652	TBCK	-	ENSG00000145348.12	protein_coding	KNOWN	93627
ENSG00000164022.12	4	107236701	107270383	AIMP1	+	ENSG00000164022.12	protein_coding	KNOWN	9255
ENSG00000155011.4	4	107842959	108204963	DKK2	-	ENSG00000155011.4	protein_coding	KNOWN	27123
ENSG00000138801.4	4	108511433	108641608	PAPSS1	-	ENSG00000138801.4	protein_coding	KNOWN	9061
ENSG00000164023.10	4	108745719	108836203	SGMS2	+	ENSG00000164023.10	protein_coding	KNOWN	166929
ENSG00000155016.13	4	108852525	108874613	CYP2U1	+	ENSG00000155016.13	protein_coding	KNOWN	113612
ENSG00000138796.11	4	108910870	108956331	HADH	+	ENSG00000138796.11	protein_coding	KNOWN	3033
ENSG00000138795.5	4	108968701	109090112	LEF1	-	ENSG00000138795.5	protein_coding	KNOWN	51176
ENSG00000109475.12	4	109541722	109551568	RPL34	+	ENSG00000109475.12	protein_coding	KNOWN	6164
ENSG00000198856.8	4	109571740	109588976	OSTC	+	ENSG00000198856.8	protein_coding	KNOWN	58505
ENSG00000164089.4	4	109663196	109684210	ETNPPL	-	ENSG00000164089.4	protein_coding	KNOWN	64850
ENSG00000188517.10	4	109731877	110223813	COL25A1	-	ENSG00000188517.10	protein_coding	KNOWN	84570
ENSG00000138802.7	4	110354974	110462052	SEC24B	+	ENSG00000138802.7	protein_coding	KNOWN	10427
ENSG00000005059.11	4	110481361	110609784	CCDC109B	+	ENSG00000005059.11	protein_coding	KNOWN	55013
ENSG00000138794.5	4	110609875	110624739	CASP6	-	ENSG00000138794.5	protein_coding	KNOWN	839
ENSG00000123739.6	4	110631145	110651233	PLA2G12A	-	ENSG00000123739.6	protein_coding	KNOWN	81579
ENSG00000205403.8	4	110661852	110723335	CFI	-	ENSG00000205403.8	protein_coding	KNOWN	3426
ENSG00000109534.12	4	110736666	110745893	GAR1	+	ENSG00000109534.12	protein_coding	KNOWN	54433
ENSG00000180245.4	4	110749150	110765760	RRH	+	ENSG00000180245.4	protein_coding	KNOWN	10692
ENSG00000183423.7	4	110769358	110793471	LRIT3	+	ENSG00000183423.7	protein_coding	KNOWN	345193
ENSG00000138798.7	4	110834040	110933422	EGF	+	ENSG00000138798.7	protein_coding	KNOWN	1950
ENSG00000170522.5	4	110967002	111120355	ELOVL6	-	ENSG00000170522.5	protein_coding	KNOWN	79071
ENSG00000138792.5	4	111286889	111486441	ENPEP	+	ENSG00000138792.5	protein_coding	KNOWN	2028
ENSG00000164093.11	4	111538579	111563279	PITX2	-	ENSG00000164093.11	protein_coding	KNOWN	5308
ENSG00000174749.5	4	113066553	113116412	C4orf32	+	ENSG00000174749.5	protein_coding	KNOWN	132720
ENSG00000138660.7	4	113152893	113191203	AP1AR	+	ENSG00000138660.7	protein_coding	KNOWN	55435
ENSG00000145365.10	4	113195698	113207059	TIFA	-	ENSG00000145365.10	protein_coding	KNOWN	92610
ENSG00000073331.13	4	113206665	113363762	ALPK1	+	ENSG00000073331.13	protein_coding	KNOWN	80216
ENSG00000178403.3	4	113434672	113437328	NEUROG2	-	ENSG00000178403.3	protein_coding	KNOWN	63973
ENSG00000138658.11	4	113460492	113558119	C4orf21	-	ENSG00000138658.11	protein_coding	KNOWN	55345
ENSG00000174720.11	4	113558146	113578748	LARP7	+	ENSG00000174720.11	protein_coding	KNOWN	51574
ENSG00000145362.12	4	113739265	114304896	ANK2	+	ENSG00000145362.12	protein_coding	KNOWN	287
ENSG00000145349.12	4	114372188	114683083	CAMK2D	-	ENSG00000145349.12	protein_coding	KNOWN	817
ENSG00000180801.11	4	114821440	114900883	ARSJ	-	ENSG00000180801.11	protein_coding	KNOWN	79642
ENSG00000174607.6	4	115519611	115599380	UGT8	+	ENSG00000174607.6	protein_coding	KNOWN	7368
ENSG00000138653.5	4	115748919	116035032	NDST4	-	ENSG00000138653.5	protein_coding	KNOWN	64579
ENSG00000270394.1	4	117220016	117221520	MTRNR2L13	+	ENSG00000270394.1	protein_coding	KNOWN	100302290
ENSG00000174599.4	4	118004718	118006736	TRAM1L1	-	ENSG00000174599.4	protein_coding	KNOWN	133022
ENSG00000164100.7	4	118955500	119179803	NDST3	+	ENSG00000164100.7	protein_coding	KNOWN	9348
ENSG00000164099.3	4	119201193	119274158	PRSS12	-	ENSG00000164099.3	protein_coding	KNOWN	8492
ENSG00000145388.10	4	119606523	119636588	METTL14	+	ENSG00000145388.10	protein_coding	KNOWN	57721
ENSG00000150961.10	4	119643978	119759838	SEC24D	-	ENSG00000150961.10	protein_coding	KNOWN	9871
ENSG00000172403.6	4	119809996	119982402	SYNPO2	+	ENSG00000172403.6	protein_coding	KNOWN	171024
ENSG00000172399.5	4	120056939	120108944	MYOZ2	+	ENSG00000172399.5	protein_coding	KNOWN	51778
ENSG00000178636.4	4	120113928	120133790	RP11-455G16.1	-	ENSG00000178636.4	protein_coding	NOVEL	NA
ENSG00000145390.7	4	120133800	120216672	USP53	+	ENSG00000145390.7	protein_coding	KNOWN	54532
ENSG00000164096.10	4	120218207	120225600	C4orf3	-	ENSG00000164096.10	protein_coding	KNOWN	401152
ENSG00000145384.3	4	120238405	120243545	FABP2	-	ENSG00000145384.3	protein_coding	KNOWN	2169
ENSG00000138735.11	4	120415550	120550146	PDE5A	-	ENSG00000138735.11	protein_coding	KNOWN	8654
ENSG00000164109.9	4	120976763	120988229	MAD2L1	-	ENSG00000164109.9	protein_coding	KNOWN	4085
ENSG00000138738.6	4	121606074	121844025	PRDM5	-	ENSG00000138738.6	protein_coding	KNOWN	11107
ENSG00000173376.9	4	121956768	121994176	NDNF	-	ENSG00000173376.9	protein_coding	KNOWN	79625
ENSG00000050730.11	4	122052563	122148621	TNIP3	-	ENSG00000050730.11	protein_coding	KNOWN	79931
ENSG00000186867.6	4	122250467	122302214	QRFPR	-	ENSG00000186867.6	protein_coding	KNOWN	84109
ENSG00000164111.10	4	122589110	122618268	ANXA5	-	ENSG00000164111.10	protein_coding	KNOWN	308
ENSG00000164112.8	4	122680088	122685449	TMEM155	-	ENSG00000164112.8	protein_coding	KNOWN	132332
ENSG00000226757.1	4	122685740	122687962	AC079341.1	+	ENSG00000226757.1	protein_coding	KNOWN	100192379
ENSG00000123737.8	4	122722472	122737598	EXOSC9	+	ENSG00000123737.8	protein_coding	KNOWN	5393
ENSG00000145386.5	4	122737603	122745087	CCNA2	-	ENSG00000145386.5	protein_coding	KNOWN	890
ENSG00000138686.5	4	122745595	122791652	BBS7	-	ENSG00000138686.5	protein_coding	KNOWN	55212
ENSG00000138741.6	4	122800182	122872909	TRPC3	-	ENSG00000138741.6	protein_coding	KNOWN	7222
ENSG00000138688.11	4	123073488	123283913	KIAA1109	+	ENSG00000138688.11	protein_coding	KNOWN	84162
ENSG00000164113.6	4	123300121	123350957	ADAD1	+	ENSG00000164113.6	protein_coding	KNOWN	132612
ENSG00000109471.4	4	123372625	123377880	IL2	-	ENSG00000109471.4	protein_coding	KNOWN	3558
ENSG00000138684.3	4	123533783	123542022	IL21	-	ENSG00000138684.3	protein_coding	KNOWN	59067
ENSG00000181004.5	4	123653857	123666098	BBS12	+	ENSG00000181004.5	protein_coding	KNOWN	166379
ENSG00000138685.8	4	123747863	123819391	FGF2	+	ENSG00000138685.8	protein_coding	KNOWN	2247
ENSG00000170917.9	4	123809852	123844123	NUDT6	-	ENSG00000170917.9	protein_coding	KNOWN	11162
ENSG00000145375.7	4	123844229	124240605	SPATA5	+	ENSG00000145375.7	protein_coding	KNOWN	166378
ENSG00000164056.6	4	124317950	124324910	SPRY1	+	ENSG00000164056.6	protein_coding	KNOWN	10252
ENSG00000151458.7	4	125585207	125633887	ANKRD50	-	ENSG00000151458.7	protein_coding	KNOWN	57182
ENSG00000196159.7	4	126237554	126414087	FAT4	+	ENSG00000196159.7	protein_coding	KNOWN	79633
ENSG00000164066.8	4	128544426	128647892	INTU	+	ENSG00000164066.8	protein_coding	KNOWN	27152
ENSG00000151475.4	4	128651533	128695448	SLC25A31	+	ENSG00000151475.4	protein_coding	KNOWN	83447
ENSG00000164070.7	4	128702976	128761352	HSPA4L	+	ENSG00000164070.7	protein_coding	KNOWN	22824
ENSG00000142731.6	4	128802016	128820350	PLK4	+	ENSG00000142731.6	protein_coding	KNOWN	10733
ENSG00000164073.5	4	128838960	128887108	MFSD8	-	ENSG00000164073.5	protein_coding	KNOWN	256471
ENSG00000164074.10	4	128886638	128960866	C4orf29	+	ENSG00000164074.10	protein_coding	KNOWN	80167
ENSG00000138709.13	4	128982423	129144086	LARP1B	+	ENSG00000138709.13	protein_coding	KNOWN	55132
ENSG00000164040.12	4	129190397	129209984	PGRMC2	-	ENSG00000164040.12	protein_coding	KNOWN	10424
ENSG00000077684.11	4	129730779	129796379	PHF17	+	ENSG00000077684.11	protein_coding	KNOWN	79960
ENSG00000151466.7	4	129786076	130014471	SCLT1	-	ENSG00000151466.7	protein_coding	KNOWN	132320
ENSG00000151470.8	4	130014765	130037795	C4orf33	+	ENSG00000151470.8	protein_coding	KNOWN	132321
ENSG00000138650.7	4	134070470	134115765	PCDH10	+	ENSG00000138650.7	protein_coding	KNOWN	57575
ENSG00000254535.2	4	135117488	135122903	PABPC4L	-	ENSG00000254535.2	protein_coding	KNOWN	132430
ENSG00000189184.7	4	138440072	138453648	PCDH18	-	ENSG00000189184.7	protein_coding	KNOWN	54510
ENSG00000151012.9	4	139085251	139163503	SLC7A11	-	ENSG00000151012.9	protein_coding	KNOWN	23657
ENSG00000151014.4	4	139936943	139966906	CCRN4L	+	ENSG00000151014.4	protein_coding	KNOWN	25819
ENSG00000109381.15	4	139949266	140098372	ELF2	-	ENSG00000109381.15	protein_coding	KNOWN	1998
ENSG00000137463.4	4	140187317	140201492	MGARP	-	ENSG00000137463.4	protein_coding	KNOWN	84709
ENSG00000109390.7	4	140211071	140223705	NDUFC1	-	ENSG00000109390.7	protein_coding	KNOWN	4717
ENSG00000164134.8	4	140222609	140341187	NAA15	+	ENSG00000164134.8	protein_coding	KNOWN	80155
ENSG00000172007.5	4	140375189	140397763	RAB33B	+	ENSG00000172007.5	protein_coding	KNOWN	83452
ENSG00000145391.9	4	140417095	140527853	SETD7	-	ENSG00000145391.9	protein_coding	KNOWN	80854
ENSG00000085871.4	4	140586922	140661899	MGST2	+	ENSG00000085871.4	protein_coding	KNOWN	4258
ENSG00000196782.8	4	140637907	141075338	MAML3	-	ENSG00000196782.8	protein_coding	KNOWN	55534
ENSG00000153130.13	4	141178440	141306880	SCOC	+	ENSG00000153130.13	protein_coding	KNOWN	60592
ENSG00000153132.8	4	141309609	141349122	CLGN	-	ENSG00000153132.8	protein_coding	KNOWN	1047
ENSG00000205301.7	4	141363416	141419531	RP11-542P2.1	-	ENSG00000205301.7	protein_coding	KNOWN	152586
ENSG00000179387.5	4	141445312	141474924	ELMOD2	+	ENSG00000179387.5	protein_coding	KNOWN	255520
ENSG00000109424.3	4	141480588	141489959	UCP1	-	ENSG00000109424.3	protein_coding	KNOWN	7350
ENSG00000109436.7	4	141541919	141677274	TBC1D9	-	ENSG00000109436.7	protein_coding	KNOWN	23158
ENSG00000170153.6	4	141780961	142134031	RNF150	-	ENSG00000170153.6	protein_coding	KNOWN	57484
ENSG00000109445.6	4	142142041	142155851	ZNF330	+	ENSG00000109445.6	protein_coding	KNOWN	27309
